Cat Course,Subj Code,Crse Numb,Csta Code,Long Course Title,Coll Code,Coll Desc,Dept Desc,Cat Preq Term Code Eff,Cat Preq Seqno,Cat Preq Connector,Cat Preq Conn Desc,Cat Preq Lparen,Cat Preq Course,Cat Preq Subj Code,Cat Preq Crse Numb,Cat Preq Levl Code,Cat Preq Min Grde,Preq,Cat Preq Concurrency Ind,Cat Preq Rparen,Cat Preq Tesc Code,Cat Preq Test Score
WEST 310,WEST,310,A,Active Learning and Exploration,A,Antoinette Westphal COMAD,College of Media and Design,201415,2,A,And,,WEST 220,WEST,220,UG,C,1,,,,
WEST 320,WEST,320,A,Active Engagement Projects,A,Antoinette Westphal COMAD,College of Media and Design,201415,1,,,,WEST 315,WEST,315,UG,C,1,,,,
WEST 399,WEST,399,A,Independent Study Westphal,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST 465,WEST,465,A,"Special Topics in Media, Arts and Design",A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST 500,WEST,500,A,Introduction to Digital Design Tools,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST I199,WEST,I199,A,Independent Study in WEST,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST I299,WEST,I299,A,Independent Study in WEST,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST I399,WEST,I399,A,Independent Study in WEST,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST I499,WEST,I499,A,Independent Study in WEST,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST T180,WEST,T180,A,Special Topics in WEST Studies,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST T280,WEST,T280,A,Special Topics in WEST Studies,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST T380,WEST,T380,A,Special Topics in WEST Studies,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST T480,WEST,T480,A,Special Topics in WEST Studies,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WGST 101,WGST,101,A,Introduction to Women's and Gender Studies,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 201,WGST,201,A,Introduction to Feminisms,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 220,WGST,220,A,Writing on the Body,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 225,WGST,225,A,Women & Human Rights Worldwide,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 230,WGST,230,A,Arab Women Writers,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 235,WGST,235,A,African Francophone Women Writers: Displacement. From One Continent To Another,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 240,WGST,240,A,Women and Society in a Global Context,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 255,WGST,255,A,Gender and Black Popular Culture,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 260,WGST,260,A,Gender and Judaism,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 265,WGST,265,A,Sexuality and Dictatorship,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 270,WGST,270,A,Cigarettes and High Heels,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 275,WGST,275,A,Women's Health and Human Rights,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 301,WGST,301,A,"Sex, Gender, Feminism:  A Seminar in Feminist Theories",AS,Arts and Sciences,Women's Studies,201615,,,,, ,,,,,1,,,,
WGST 308,WGST,308,A,Queer Theory,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 320,WGST,320,A,Masculinities,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST 324,WGST,324,A,Retail Intersections: Social & Cultural Issues,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST I199,WGST,I199,A,Independent Study in Women's and Gender Studies,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST I299,WGST,I299,A,Independent Study in Women's and Gender Studies,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST I399,WGST,I399,A,Independent Study in Women's and Gender Studies,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST I499,WGST,I499,A,Independent Study in Women's and Gender Studies,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST T180,WGST,T180,A,Special Topics in Women's and Gender Studies,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST T280,WGST,T280,A,Special Topics in Women's and Gender Studies,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST T380,WGST,T380,A,Special Topics in Women's and Gender Studies,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WGST T480,WGST,T480,A,Special Topics in Women's and Gender Studies,AS,Arts and Sciences,Women's Studies,,,,,, ,,,,,1,,,,
WMGD 210,WMGD,210,A,Motion Graphics I,A,Antoinette Westphal COMAD,Design,200715,4,A,And,,VSCM 240,VSCM,240,UG,D,1,,,,
WMGD 210,WMGD,210,A,Motion Graphics I,A,Antoinette Westphal COMAD,Design,200715,2,,,,VSCM 230,VSCM,230,UG,D,1,,,,
WMGD 220,WMGD,220,A,Web Graphics I,A,Antoinette Westphal COMAD,Design,201115,,,,, ,,,,,1,,,,
WMGD 330,WMGD,330,A,Web Graphics II,A,Antoinette Westphal COMAD,Design,201015,2,,,,WMGD 220,WMGD,220,UG,D,1,,,,
WMGD 421,WMGD,421,A,Motion Graphics II,A,Antoinette Westphal COMAD,Design,200715,2,,,,WMGD 210,WMGD,210,UG,D,1,,,,
WMGD I199,WMGD,I199,A,Independent Study in WMGD,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
WMGD I299,WMGD,I299,A,Independent Study in WMGD,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
WMGD I399,WMGD,I399,A,Independent Study in WMGD,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
WMGD I499,WMGD,I499,A,Independent Study in WMGD,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
WMGD T180,WMGD,T180,A,Special Topics in Web & Motion Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
WMGD T280,WMGD,T280,A,Special Topics in Web & Motion Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
WMGD T380,WMGD,T380,A,Special Topics in Web & Motion Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
WMGD T480,WMGD,T480,A,Special Topics in Web & Motion Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
WRIT 210,WRIT,210,A,The Peer Reader in Context,AS,Arts and Sciences,English & Philosophy,201315,4,A,And,,ENGL 102,ENGL,102,UG,C,1,,),,
WRIT 210,WRIT,210,A,The Peer Reader in Context,AS,Arts and Sciences,English & Philosophy,201315,2,,,(,ENGL 101,ENGL,101,UG,C,1,,,,
WRIT 215,WRIT,215,A,Story Medicine,AS,Arts and Sciences,English & Philosophy,201715,3,A,And,,ENGL 103,ENGL,103,UG,D,1,Y,,,
WRIT 215,WRIT,215,A,Story Medicine,AS,Arts and Sciences,English & Philosophy,201715,2,A,And,,ENGL 102,ENGL,102,UG,D,1,,,,
WRIT 215,WRIT,215,A,Story Medicine,AS,Arts and Sciences,English & Philosophy,201715,1,,,,ENGL 101,ENGL,101,UG,D,1,,,,
WRIT 220,WRIT,220,A,Creative Nonfiction Writing,AS,Arts and Sciences,English & Philosophy,201915,5.5,O,Or,,ENGL 113,ENGL,113,UG,D,1,,,,
WRIT 220,WRIT,220,A,Creative Nonfiction Writing,AS,Arts and Sciences,English & Philosophy,201915,5,,,,ENGL 103,ENGL,103,UG,D,1,,,,
WRIT 220,WRIT,220,A,Creative Nonfiction Writing,AS,Arts and Sciences,English & Philosophy,201915,6,O,Or,,ENGL 105,ENGL,105,UG,A,1,,,,
WRIT 225,WRIT,225,A,Creative Writing,AS,Arts and Sciences,English & Philosophy,201915,6,,,,ENGL 103,ENGL,103,UG,D,1,,,,
WRIT 225,WRIT,225,A,Creative Writing,AS,Arts and Sciences,English & Philosophy,201915,6.5,O,Or,,ENGL 113,ENGL,113,UG,D,1,,,,
WRIT 225,WRIT,225,A,Creative Writing,AS,Arts and Sciences,English & Philosophy,201915,7,O,Or,,ENGL 105,ENGL,105,UG,A,1,,,,
WRIT 226,WRIT,226,A,Writing in Public Spaces,AS,Arts and Sciences,English & Philosophy,201915,1,,,,ENGL 103,ENGL,103,UG,D,1,,,,
WRIT 226,WRIT,226,A,Writing in Public Spaces,AS,Arts and Sciences,English & Philosophy,201915,3,O,Or,,ENGL 113,ENGL,113,UG,D,1,,,,
WRIT 301,WRIT,301,A,Writing Poetry,AS,Arts and Sciences,English & Philosophy,201115,8,,,,ENGL 103,ENGL,103,UG,D,1,,,,
WRIT 301,WRIT,301,A,Writing Poetry,AS,Arts and Sciences,English & Philosophy,201115,9,O,Or,,ENGL 105,ENGL,105,UG,A,1,,,,
WRIT 302,WRIT,302,A,Writing Fiction,AS,Arts and Sciences,English & Philosophy,201915,9,O,Or,,ENGL 113,ENGL,113,UG,D,1,,,,
WRIT 302,WRIT,302,A,Writing Fiction,AS,Arts and Sciences,English & Philosophy,201915,8,,,,ENGL 103,ENGL,103,UG,D,1,,,,
WRIT 302,WRIT,302,A,Writing Fiction,AS,Arts and Sciences,English & Philosophy,201915,10,O,Or,,ENGL 105,ENGL,105,UG,D,1,,,,
WRIT 303,WRIT,303,A,Writing Humor and Comedy,AS,Arts and Sciences,English & Philosophy,201115,8,,,,ENGL 103,ENGL,103,UG,D,1,,,,
WRIT 303,WRIT,303,A,Writing Humor and Comedy,AS,Arts and Sciences,English & Philosophy,201115,10,O,Or,,ENGL 105,ENGL,105,UG,A,1,,,,
WRIT 305,WRIT,305,A,Life is Beautiful,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
WRIT 306,WRIT,306,A,Writing About the Media,AS,Arts and Sciences,English & Philosophy,200815,4,A,And,,ENGL 102,ENGL,102,UG,D,1,,,,
WRIT 306,WRIT,306,A,Writing About the Media,AS,Arts and Sciences,English & Philosophy,200815,6,A,And,,ENGL 103,ENGL,103,UG,D,1,,),,
WRIT 306,WRIT,306,A,Writing About the Media,AS,Arts and Sciences,English & Philosophy,200815,8,O,Or,,ENGL 105,ENGL,105,UG,D,1,,,,
WRIT 306,WRIT,306,A,Writing About the Media,AS,Arts and Sciences,English & Philosophy,200815,2,,,(,ENGL 101,ENGL,101,UG,D,1,,,,
WRIT 310,WRIT,310,A,Literary Editing & Publication,AS,Arts and Sciences,English & Philosophy,201115,1,,,,ENGL 103,ENGL,103,UG,D,1,,,,
WRIT 310,WRIT,310,A,Literary Editing & Publication,AS,Arts and Sciences,English & Philosophy,201115,2,O,Or,,ENGL 105,ENGL,105,UG,A,1,,,,
WRIT 311,WRIT,311,A,Writing and Reading the Memoir,AS,Arts and Sciences,English & Philosophy,201715,3,A,And,,ENGL 103,ENGL,103,UG,C,1,,,,
WRIT 311,WRIT,311,A,Writing and Reading the Memoir,AS,Arts and Sciences,English & Philosophy,201715,1,,,,ENGL 101,ENGL,101,UG,C,1,,,,
WRIT 311,WRIT,311,A,Writing and Reading the Memoir,AS,Arts and Sciences,English & Philosophy,201715,2,A,And,,ENGL 102,ENGL,102,UG,C,1,,,,
WRIT 312,WRIT,312,A,Writing for Target Audiences,AS,Arts and Sciences,English & Philosophy,201915,3,O,Or,,ENGL 113,ENGL,113,UG,D,1,,,,
WRIT 312,WRIT,312,A,Writing for Target Audiences,AS,Arts and Sciences,English & Philosophy,201915,4,O,Or,,ENGL 105,ENGL,105,UG,A,1,,,,
WRIT 312,WRIT,312,A,Writing for Target Audiences,AS,Arts and Sciences,English & Philosophy,201915,2,,,,ENGL 103,ENGL,103,UG,D,1,,,,
WRIT 400,WRIT,400,A,Writing in Cyberspace,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
WRIT 405,WRIT,405,A,Internship in Publishing,AS,Arts and Sciences,English & Philosophy,201915,8,,,,ENGL 103,ENGL,103,UG,D,1,,,,
WRIT 405,WRIT,405,A,Internship in Publishing,AS,Arts and Sciences,English & Philosophy,201915,10,O,Or,,ENGL 105,ENGL,105,UG,A,1,,,,
WRIT 405,WRIT,405,A,Internship in Publishing,AS,Arts and Sciences,English & Philosophy,201915,9,O,Or,,ENGL 113,ENGL,113,UG,D,1,,,,
WRIT I199,WRIT,I199,A,Independent Study in WRIT,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
WRIT I299,WRIT,I299,A,Independent Study in WRIT,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
WRIT I399,WRIT,I399,A,Independent Study in WRIT,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
WRIT I499,WRIT,I499,A,Independent Study in WRIT,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
WRIT T180,WRIT,T180,A,Special Topics in Writing,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
WRIT T280,WRIT,T280,A,Special Topics in Writing,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
WRIT T380,WRIT,T380,A,Special Topics in Writing,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
WRIT T480,WRIT,T480,A,,AS,Arts and Sciences,English & Philosophy,,,,,, ,,,,,1,,,,
XMBB 000,XMBB,0,A,Men's Basketball Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMCH 000,XMCH,0,A,Men's Cheerleading Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMCW 000,XMCW,0,A,Men's Crew Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMDV 000,XMDV,0,A,Men's Diving Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMGF 000,XMGF,0,A,Men's Golf Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMLX 000,XMLX,0,A,Men's Lacrosse Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMSC 000,XMSC,0,A,Men's Soccer Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMSQ 000,XMSQ,0,A,Men's Squash Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMSW 000,XMSW,0,A,Men's Swimming Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMTN 000,XMTN,0,A,Men's Tennis Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XMWS 000,XMWS,0,A,Men's Wrestling Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWBB 000,XWBB,0,A,Women's Basketball Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWCH 000,XWCH,0,A,Women's Cheerleading Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWCU 000,XWCU,0,A,Women's Crew Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWDV 000,XWDV,0,A,Women's Diving Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWFH 000,XWFH,0,A,Women's Field Hockey Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWLX 000,XWLX,0,A,Women's Lacrosse Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWSB 000,XWSB,0,A,Women's Softball Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWSC 000,XWSC,0,A,Women's Soccer Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWSQ 000,XWSQ,0,A,Women's Squash Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWSW 000,XWSW,0,A,Women's Swimming Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
XWTN 000,XWTN,0,A,Women's Tennis Practice,0,No College Designated,Academic Records & Operations,,,,,, ,,,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
